molecule X	molecule Y	r1	p1	r2	p2	p (difference)	(r1-r2)	lfdr (in cond. 1)	lfdr (in cond. 2)	lfdr (difference)
HSPA1A	HLA-E	0.203199750746926	0.0425953294176587	-0.361054171116838	0.00022385910866551	4.7369283711518e-05	0.564253921863765	0.288772671920445	0.0329795835118828	0.0256200156824012
HLA-DQB1	HLA-A	0.132162006908284	0.189938223100011	-0.502126180641421	1.02283800717074e-07	1.83256093944095e-06	0.634288187549705	0.629707567860083	0.000129103773145891	0.00320245940289775
HLA-DQB1	HLA-C	0.234094061987252	0.0190689188861429	-0.39091401506909	5.78964476286399e-05	5.72114312524796e-06	0.625008077056342	0.202021085621081	0.0117794655322372	0.00649636173733714
HLA-DQB1	CREM	0.282205415319444	0.00444624326556965	-0.298072524636502	0.00259505026134893	3.16907610893313e-05	0.580277939955946	0.081730503590565	0.113183895443937	0.019028611503595
HLA-DQB1	ACTB	-0.0954933964177794	0.344612875162451	0.487691622570657	2.65633882106552e-07	1.19131409519468e-05	-0.583185018988437	0.761343382224298	0.000357650481403764	0.0112360068723817
HLA-DQB1	BTG1	0.266458257295883	0.00736854472910431	-0.311594373220621	0.00160100791325759	3.38057723896501e-05	0.578052630516504	0.113844785894635	0.078647405637297	0.0211507745257654
HLA-DQB1	PFN1	-0.239801398179834	0.0162594487667881	0.300882193115307	0.0023516126771753	0.000110864190288718	-0.540683591295142	0.17126994469602	0.100463180544731	0.0376429613015248
HLA-DQB1	AC090498.1	0.196637595636454	0.0498973670886204	-0.429427918935631	8.26081013964833e-06	4.53080984907928e-06	0.626065514572085	0.309025061793436	0.00415712399188167	0.00517067902945048
HLA-DQB1	ATP1B3	0.290300357930327	0.00339095903081258	-0.268865193255386	0.00683360746452747	6.30302558786155e-05	0.559165551185713	0.0702275106299099	0.185824019654455	0.0327796978479749
HLA-DQB1	HLA-E	0.157241974401156	0.118196917174291	-0.373686875674796	0.000128355909965062	0.00012349872190387	0.530928850075951	0.484721991791813	0.0234647798528197	0.0376429613015248
GNLY	CTSW	-0.0142253445098962	0.888287027435968	0.58191279945918	2.15909319482282e-10	2.21551381240914e-06	-0.596138143969076	1	7.94970076657759e-07	0.00472156469246419
GNLY	ACP5	-0.230995876146043	0.0207621018892502	0.327796487584289	0.000870835019605151	6.10846862014736e-05	-0.558792363730332	0.202021085621081	0.0607103319270083	0.0289700215630953
FTH1	SOD2	0.676343812349985	1.14273480648852e-14	0.090449211987772	0.370810257979139	3.48128382787749e-07	0.585894600362213	4.81721624860191e-11	0.864027288207217	0.00139056612367715
FTH1	FTL	0.560272770996854	1.35082349871779e-09	0.088424517155883	0.38165914863146	0.000149124275632406	0.471848253840971	1.40747414170809e-06	0.864027288207217	0.0420960621430098
FTH1	GLUL	0.395643779643664	4.61655094526472e-05	-0.208186913449985	0.0376608174285793	1.1561636743096e-05	0.603830693093649	0.00401174072885539	0.401488490819227	0.0112360068723817
FTH1	PDE4DIP	0.44263187522256	4.00358396631028e-06	-0.062585646891001	0.536183344952668	0.000178322693735522	0.50521752211356	0.000666946186969884	0.925957493938508	0.0436279958694686
HLA-DPB1	HLA-A	0.1039243723676	0.303495103582073	-0.447586970725835	3.02664710158359e-06	4.48663532237603e-05	0.551511343093435	0.722015298289439	0.0019197091922216	0.0256200156824012
HLA-DPB1	HLA-C	0.227200064311766	0.0230110227154192	-0.316775353595826	0.00132253229098433	9.81862200175598e-05	0.543975417907592	0.211256422743626	0.078647405637297	0.0327796978479749
HLA-DPB1	CREM	0.343481615333645	0.000467512972132255	-0.229312167449618	0.0217352399370391	3.80015332746009e-05	0.572793782783263	0.0187179994759095	0.320952709125799	0.0216086040901821
HLA-DPB1	ACTB	-0.0805102231995564	0.425872865884317	0.538913970485683	7.28581012533072e-09	1.94849458612367e-06	-0.61942419368524	0.865215255527726	1.68464740067227e-05	0.00320245940289775
HLA-DPB1	BTG1	0.358974891515241	0.000244787026977091	-0.209185080764698	0.03673303336922	4.21915831629871e-05	0.568159972279939	0.0126836269130008	0.38409195483996	0.0243016095039889
HLA-DPB1	PFN1	-0.220380185230673	0.0275765550260265	0.343335390936486	0.000470303113487937	5.06440685366094e-05	-0.563715576167159	0.231268478982552	0.0474237630275885	0.0256200156824012
HLA-DPB1	ATP1B3	0.363684681497597	0.000199752226685399	-0.203691793991238	0.0420856938589842	4.26002898137323e-05	0.567376475488834	0.0126836269130008	0.404391999608417	0.0243016095039889
HLA-DPB1	PPA1	0.0869157378322201	0.389866943265277	0.562688158671211	1.10800508066994e-09	0.000129357827484577	-0.475772420838991	0.834105921182255	3.02256237237615e-06	0.0376429613015248
HSPA1B	CXCR4	0.224923685016709	0.0244572034959418	-0.312248632337002	0.00156312854906992	0.000121372045090995	0.537172317353711	0.211256422743626	0.078647405637297	0.0376429613015248
HSPA1B	CD8A	0.198075557211219	0.0482146214513964	-0.345734756378914	0.000426398472799965	9.26246606203218e-05	0.543810313590134	0.309025061793436	0.0474237630275885	0.0327796978479749
HSPA1B	HLA-C	0.24622576708603	0.0135322359981142	-0.427367297952069	9.22440937995291e-06	8.17750579695797e-07	0.673593065038099	0.154525288827098	0.00435365658493068	0.00320245940289775
HSPA1B	PRELID1	-0.305894751708507	0.00196789471134718	0.251485671849886	0.011604710780753	6.59229031654274e-05	-0.557380423558393	0.0558250742614908	0.221261859058286	0.0327796978479749
HSPA1B	HLA-E	0.186054907300864	0.0638285943129648	-0.354781790083744	0.000292590544508059	9.8589855042297e-05	0.540836697384608	0.365402499782641	0.034194432082658	0.0327796978479749
HSPA1B	RABAC1	0.286528530879432	0.00385097184455263	-0.246835125111671	0.0132955274282223	0.000140004477547695	0.533363655991103	0.0784345221797686	0.249727165542918	0.0420960621430098
HLA-DPA1	CREM	0.266286223513227	0.00740815811233849	-0.283057118210038	0.00432285668184596	8.60609223274356e-05	0.549343341723265	0.113844785894635	0.150294001103655	0.0327796978479749
HLA-DPA1	ACTB	-0.0148648156774151	0.883299849834929	0.558672057190104	1.53904471548261e-09	6.88401156812013e-06	-0.573536872867519	1	7.61479965634278e-06	0.00765926927914717
HLA-DPA1	BTG1	0.340069171867208	0.000536753672689731	-0.211183577775145	0.0349329939111367	7.50421998974016e-05	0.551252749642353	0.0222245973706808	0.371268314937771	0.0327796978479749
HLA-DPA1	PFN1	-0.187730513264956	0.0614326513022026	0.340183590545978	0.000534287318027937	0.000150345237589056	-0.527914103810934	0.353969382717298	0.0475212823199397	0.0420960621430098
HLA-DPA1	ATP1B3	0.307397668677991	0.00186441917968785	-0.219691110875227	0.0280779543644715	0.000164803077640441	0.527088779553218	0.0511255645442229	0.33517466842815	0.0436279958694686
HLA-DPA1	MT-ND3	0.200386623598248	0.0456086511126983	-0.323332356229143	0.00103337411828505	0.000176683565404678	0.523718979827391	0.292737449996119	0.0756536792645622	0.0436279958694686
HLA-DPA1	PPA1	0.0970314616658287	0.336862028638163	0.563395113963459	1.04525701709644e-09	0.000167325892223236	-0.466363652297631	0.761343382224298	3.02256237237615e-06	0.0436279958694686
HLA-DRB5	HLA-A	0.143447240594047	0.154500741424983	-0.479990725486063	4.34252469766713e-07	3.35148529329032e-06	0.623437966080109	0.580479719719705	0.000480564644463716	0.0047371417659512
HLA-DRB5	HLA-C	0.221167868596528	0.0270127371320303	-0.369035363416759	0.000157949558750785	2.01332933327247e-05	0.590203232013287	0.231268478982552	0.0237883576030081	0.0161664860285162
HLA-DRB5	CREM	0.329906920000858	0.000802433250261695	-0.328332939666118	0.000852960972889597	1.92352624739378e-06	0.658239859666976	0.0261255960016172	0.0607103319270083	0.00320245940289775
HLA-DRB5	ACTB	0.00326896977218974	0.97424972455435	0.523032743457178	2.36874227841995e-08	5.82013017409455e-05	-0.519763773684988	1	4.33713799669295e-05	0.0256200156824012
HLA-DRB5	BTG1	0.345408938595213	0.000432130761179686	-0.31106243499324	0.00163241633124822	2.04242998114168e-06	0.656471373588454	0.0187179994759095	0.078647405637297	0.00320245940289775
HLA-DRB5	PFN1	-0.173337967980456	0.084587328143112	0.370644836142012	0.000147060459700527	8.50411192654388e-05	-0.543982804122468	0.395761351568276	0.0237883576030081	0.0327796978479749
HLA-DRB5	ZFP36L2	0.195733759536427	0.0509796660101307	-0.32595490327535	0.00093482749934078	0.000186300530964356	0.521688662811777	0.320845653717122	0.0615161096309274	0.0486804446500295
HLA-DRB5	AC090498.1	0.21910480551228	0.0285106459739467	-0.391120092005387	5.73321865330918e-05	9.50692550016896e-06	0.610224897517667	0.235508685425755	0.0117794655322372	0.00805246086692365
HLA-DRB5	ATP1B3	0.394230396472348	4.94150342938132e-05	-0.218814496958299	0.028726977620514	8.52405414564217e-06	0.613044893430647	0.00401174072885539	0.33517466842815	0.00765926927914717
HLA-DRB5	RPS27	0.23418098198087	0.0190231833545402	-0.347199144205963	0.000401487681188487	2.85752785404991e-05	0.581380126186833	0.202021085621081	0.0474237630275885	0.0188612173111493
HLA-DRB5	MT-ATP8	0.0891081910511428	0.377974576494739	-0.42252706447457	1.19196792928194e-05	0.000168946561947436	0.511635255525713	0.834105921182255	0.00435365658493068	0.0436279958694686
HLA-DRB5	RPS29	0.157625332295083	0.117291475890145	-0.417042968440249	1.58616605052495e-05	2.67138603464723e-05	0.574668300735331	0.484721991791813	0.00503150184398044	0.0188612173111493
HLA-DRB5	MT-ND3	0.278926248854842	0.0049511530485379	-0.264553692962665	0.00781770449209005	0.000103324818094164	0.543479941817508	0.0947938720553024	0.185824019654455	0.0336831558427634
HLA-DRB5	TNFAIP3	0.244314532073595	0.0142986055172991	-0.306159201295244	0.00194931937771777	8.16989722156602e-05	0.550473733368839	0.154525288827098	0.100109762463025	0.0327796978479749
HLA-DRB5	RPL41	0.255417660373802	0.0103248609197514	-0.321512302627984	0.00110723210414466	3.46636191801419e-05	0.576929963001786	0.13467063817129	0.0756536792645622	0.0211507745257654
HLA-DRB5	SARAF	0.113294518646244	0.26172675465809	-0.411574481471357	2.09866525637371e-05	0.000123396093757888	0.5248690001176	0.683401662323755	0.00637019882515693	0.0376429613015248
HLA-A	FOS	0.0755151708432642	0.45522974908542	-0.444298647998804	3.64582762555714e-06	0.00011676340596134	0.519813818842068	0.865215255527726	0.00198537844699176	0.0376429613015248
HLA-A	CD83	0.120099130513237	0.233965675153269	-0.421959405059853	1.22803029874208e-05	7.0423848865131e-05	0.54205853557309	0.683401662323755	0.00455023590681737	0.0327796978479749
HLA-A	MT1X	-0.230275412244759	0.0211738352036456	0.301646061343985	0.00228908951851493	0.0001440406608193	-0.531921473588744	0.202021085621081	0.100463180544731	0.0420960621430098
HLA-A	DNAJB1	0.27699906503559	0.00527115447201391	-0.338202443303163	0.00057849551666182	9.3085594121689e-06	0.615201508338754	0.0947938720553024	0.0492420113302442	0.00765926927914717
HLA-A	NFKBIA	0.0266573996811361	0.792343033914071	-0.478048471056965	4.90636485026241e-07	0.000138844770151358	0.504705870738101	1	0.000480564644463716	0.0420960621430098
HLA-A	PPP1R15A	0.0520432266501063	0.607085712999214	-0.519348886833962	3.08730647330562e-08	1.2407783185564e-05	0.571392113484068	0.947792152278898	4.33713799669295e-05	0.0112360068723817
HLA-A	HSP90AA1	0.125825187918437	0.212252050701125	-0.431923311148041	7.2206478588006e-06	4.12794933071226e-05	0.557748499066478	0.657145554599449	0.00365518955242153	0.0243016095039889
HLA-A	MALAT1	0.516771632330261	3.7091118616419e-08	-0.175038191361118	0.0815347670591677	1.84134505198941e-07	0.691809823691379	2.13208178059174e-05	0.50029931041402	0.000916495179527028
HLA-A	IER2	0.388585860099559	6.46412419359846e-05	-0.230024391521044	0.0213189251001875	7.21083895482977e-06	0.618610251620603	0.00565914293570623	0.308925874573139	0.00765926927914717
HLA-A	ZC3H12A	0.40625791769985	2.74249632419331e-05	-0.182065792390185	0.0698391901434111	1.83028058462487e-05	0.588323710090035	0.00269621665979584	0.480301537957106	0.0161664860285162
HLA-A	GAPDH	-0.326840101557748	0.000903551169711031	0.266529505057289	0.00735219371548774	1.99950797912241e-05	-0.593369606615037	0.0326044805012705	0.185824019654455	0.0161664860285162
HLA-A	CDC42EP3	0.345443217505273	0.000431524356987734	-0.184956433766309	0.0654401360547196	0.000137851636781372	0.530399651271582	0.0187179994759095	0.480301537957106	0.0420960621430098
HLA-A	CD48	0.332290609226348	0.000731101738266319	-0.226982872861094	0.0231457731325378	5.96449442342717e-05	0.559273482087442	0.0260644819573057	0.320952709125799	0.0256200156824012
CXCR4	CCL5	0.490967340400468	2.14728030380856e-07	-0.0303382451641027	0.764453934419362	7.7033853250974e-05	0.52130558556457	7.82663145869622e-05	1	0.0327796978479749
CXCR4	DNAJB1	0.381065837955771	9.17623027840242e-05	-0.219598018293172	0.0281462819525402	1.36500811538376e-05	0.600663856248943	0.00673901997475076	0.33517466842815	0.0112360068723817
CXCR4	SLC2A3	0.635150074996991	1.27074823615576e-12	0.191371277719191	0.0564790757705965	0.000107162299102237	0.4437787972778	2.85123270595671e-09	0.444422782146438	0.0376429613015248
CXCR4	SERPINB9	0.397745980322517	4.1699488953512e-05	-0.140374156404303	0.163619537096904	9.01060526601327e-05	0.53812013672682	0.00401174072885539	0.666455608422168	0.0327796978479749
CXCR4	JUN	0.525836053699246	1.93213682014293e-08	-0.109526370872445	0.278027603591044	1.32799792118554e-06	0.635362424571691	1.0407091776688e-05	0.78735672872402	0.00320245940289775
CXCR4	REL	0.49738288838045	1.40642354209053e-07	-0.0462138354974212	0.647978564468148	3.73503900039651e-05	0.543596723877871	5.43259583506618e-05	0.955596948626928	0.0216086040901821
CXCR4	MALAT1	0.579989774673122	2.55506898200766e-10	-0.0295867817189983	0.770124535747015	1.43904141802764e-06	0.60957655639212	2.14035027848536e-07	1	0.00320245940289775
CXCR4	EZR	0.633387745425458	1.5304012777226e-12	0.16461526126323	0.101705267810661	5.21703114955141e-05	0.468772484162228	2.85123270595671e-09	0.549524175119727	0.0256200156824012
CXCR4	CD55	0.478231764360345	4.85032065581919e-07	-0.0215389563047747	0.831556095296631	0.000159235721130413	0.49977072066512	0.000134221048097768	1	0.0436279958694686
CXCR4	CSRNP1	0.635762487887283	1.1909103856979e-12	0.118981943667038	0.238376632963254	1.09376196992805e-05	0.516780544220245	2.11291786773331e-09	0.740512464368935	0.0112360068723817
CXCR4	LMNB1	-0.38617421257471	7.23947915500438e-05	0.141128938859362	0.161343708552373	0.000130273432894512	-0.527303151434072	0.00565914293570623	0.666455608422168	0.0376429613015248
CXCR4	CDC42EP3	0.307008398126215	0.00189073715680782	-0.352248505331564	0.000325499816027667	1.82226914957617e-06	0.659256903457779	0.0552506344517647	0.0402256929893229	0.00320245940289775
FOS	CD96	0.243908353261733	0.0144662474525119	-0.292090539475509	0.00319038420237269	0.000128798236258332	0.535998892737243	0.157929201295888	0.125715128454425	0.0376429613015248
FOS	RPS27	0.43123792356997	7.49333651151756e-06	-0.118437089503679	0.240548701378031	5.29742179331549e-05	0.549675013073649	0.00114870287212513	0.740512464368935	0.0256200156824012
FOS	RPS29	0.352858586713949	0.000317276600781505	-0.235074697827485	0.0185583790519205	2.2749971912317e-05	0.587933284541434	0.014136975503991	0.265443323912548	0.0188612173111493
FOS	TNFRSF1B	0.170523511288472	0.08983974810787	-0.360299718284762	0.000231253645821764	0.000130041697217642	0.530823229573234	0.41639326141946	0.0329795835118828	0.0376429613015248
FOS	BTN3A2	0.198783214084945	0.04740389580278	-0.367955085472067	0.000165672263841583	4.28384333051035e-05	0.566738299557012	0.309025061793436	0.0237883576030081	0.0243016095039889
FOS	SEMA4D	0.276104423497441	0.00542586061723905	-0.291126151070697	0.00329707236664732	4.86727730477643e-05	0.567230574568138	0.0947938720553024	0.125715128454425	0.0256200156824012
CD8A	DNAJB1	0.386015920671306	7.29328426141483e-05	-0.275633014814633	0.00550899179559214	1.54203674163078e-06	0.661648935485939	0.00565914293570623	0.154468006091755	0.00320245940289775
CD8A	JUN	0.434072256446729	6.42498690014805e-06	-0.136809020164575	0.17469189441701	2.71125697330898e-05	0.570881276611305	0.00114283785769694	0.693578664154307	0.0188612173111493
CD8A	JUNB	0.432265034765735	7.08820618181215e-06	-0.148409601837718	0.140586363310837	2.01313772554279e-05	0.580674636603453	0.00114870287212513	0.650697683608555	0.0161664860285162
CD74	CREM	0.297918643100467	0.00260901584016866	-0.315966169618703	0.00136290143652616	9.96002963971065e-06	0.613884812719171	0.0591573814616414	0.078647405637297	0.00805246086692365
CD74	ACTB	0.0357664891099374	0.723877618654363	0.575260493646385	3.84811123618988e-10	1.59752432007387e-05	-0.539494004536448	1	1.26298637179539e-06	0.0161664860285162
CD74	BTG1	0.321979046615662	0.00108784688692231	-0.315735106171726	0.00137463252970529	4.19186536682048e-06	0.637714152787388	0.0350117641002162	0.078647405637297	0.0047371417659512
CD74	PFN1	-0.118913983829907	0.238646809191849	0.40873861650388	2.42198303422392e-05	0.000115632659731801	-0.527652600333787	0.683401662323755	0.0082541738960708	0.0376429613015248
CD74	ID2	-0.0553700713999947	0.584269258649184	0.502964721193239	9.6635617854893e-08	2.24456457091904e-05	-0.558334792593234	0.925713806981412	0.000127421450737074	0.0188612173111493
CD74	PPA1	0.111217181168746	0.270630949361676	0.58150465955852	2.23785757845377e-10	0.000117360558843371	-0.470287478389775	0.683401662323755	7.94970076657759e-07	0.0376429613015248
TIMP1	BTG1	0.395022970182358	4.75674436604438e-05	-0.132067782289148	0.190257039836371	0.00012589313726763	0.527090752471505	0.00401174072885539	0.693578664154307	0.0376429613015248
TIMP1	RPS27	0.21658896443958	0.0304320798719853	-0.328154453121683	0.000858870435884515	9.3933713117389e-05	0.544743417561263	0.237887451500739	0.0607103319270083	0.0327796978479749
TIMP1	TNFAIP3	0.286648435733515	0.00383552956484043	-0.243955155993861	0.0144468440014682	0.000152030997581765	0.530603591727376	0.0784345221797686	0.254491850351904	0.0420960621430098
TIMP1	PARP8	0.205582748293666	0.0401741690539871	-0.375624138326851	0.000117621543210737	2.63447010822038e-05	0.581206886620517	0.288772671920445	0.0234647798528197	0.0188612173111493
TIMP1	SARAF	0.192901175435768	0.0544975873692395	-0.397902259458446	4.13841413020626e-05	1.75921552623137e-05	0.590803434894214	0.336447194107756	0.0102840106558743	0.0161664860285162
HIST1H4C	SMC4	0.663806444886885	5.18493258517863e-14	0.235403439914851	0.0183898853645016	9.70861967992676e-05	0.428403004972034	2.00084766820473e-10	0.265443323912548	0.0327796978479749
CD83	HLA-C	0.193821197735526	0.0533337380044412	-0.394654102132012	4.84191513134126e-05	1.92629881308193e-05	0.588475299867538	0.320845653717122	0.0102840106558743	0.0161664860285162
CD83	HLA-B	0.138737692541945	0.168635493732034	-0.388368108035809	6.53081725625059e-05	0.000129751434787551	0.527105800577754	0.586597014136313	0.0117794655322372	0.0376429613015248
CD83	AC090498.1	0.286556742594003	0.00384733352616309	-0.354259539877074	0.000299112736409787	3.62141536891514e-06	0.640816282471077	0.0784345221797686	0.034194432082658	0.0047371417659512
HLA-C	DNAJB1	0.403958308317753	3.07468506617407e-05	-0.352204096469026	0.000326105999401856	2.92643140831217e-08	0.75616240478678	0.00376751208745969	0.0402256929893229	0.000258903753297997
HLA-C	NFKBIA	0.221737416627394	0.0266111886941193	-0.400116485919717	3.71489120301196e-05	6.13611933242275e-06	0.621853902547111	0.231268478982552	0.0102840106558743	0.00649636173733714
HLA-C	HLA-B	0.757715820648577	7.19382661284468e-20	0.917384727138519	5.377304056118e-41	5.13920204086027e-05	-0.159668906489942	1.31376630929479e-15	6.01620303040672e-35	0.0256200156824012
HLA-C	SLC2A3	0.502065057736596	1.02707579071093e-07	0.0135917744861641	0.893232480985161	0.000176824124856534	0.488473283250432	4.55576134633517e-05	1	0.0436279958694686
